"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"71981.7955837";"Vehicle speed";"95";"km/h";"47.0410578";"-72.9143396";
"71981.9719605";"Relative throttle position";"13.72549019607843";"%";"47.0410578";"-72.9143396";
"71982.1349693";"Timing advance";"27.5";"°";"47.0410578";"-72.9143396";
"71982.298118";"Calculated engine load value";"56.86274509803921";"%";"47.0410578";"-72.9143396";
"71982.4781293";"MAF air flow rate";"67.27";"g/sec";"47.0410578";"-72.9143396";
"71982.4781293";"Power from MAF";"80.72399999999999";"hp";"47.0410578";"-72.9143396";
"71982.6035112";"Calculated boost";"-0.27";"bar";"47.0410578";"-72.9143396";
"71982.6035112";"Intake manifold absolute pressure";"71";"kPa";"47.0410578";"-72.9143396";
"71982.9069273";"Actual Gear Ratio";"1.097672999160754";"";"47.0410578";"-72.9143396";
"71983.0793359";"Target Gear Ratio";"0.003906309605554284";"";"47.0410578";"-72.9143396";
"71983.3203855";"[ABS] Front left wheel speed";"102.20625";"km/h";"47.0410578";"-72.9143396";
"71983.462686";"[ABS] Front right wheel speed";"102.7125";"km/h";"47.0410578";"-72.9143396";
"71983.6034473";"[ABS] Rear left wheel speed";"103.21875";"km/h";"47.0410578";"-72.9143396";
"71983.6802136";"[ABS] Rear right wheel speed";"104.34375";"km/h";"47.0410578";"-72.9143396";
"71983.8118279";"[ABS] Steering angle sensor";"10";"°";"47.0410578";"-72.9143396";
"71984.0164306";"AT/CVT Temperature v.1";"91";"℃";"47.0410578";"-72.9143396";
"71984.1717624";"Primary Pulley Speed";"5147";"rpm";"47.0410578";"-72.9143396";
"71984.2878042";"Secondary Pulley Speed";"4762";"rpm";"47.0410578";"-72.9143396";
"71984.4377947";"Turbine Speed";"5184";"rpm";"47.0410578";"-72.9143396";
"71984.5787183";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"71984.8271161";"Engine coolant temperature";"89";"℃";"47.0410578";"-72.9143396";
"71985.0044656";"Engine oil temperature";"104";"℃";"47.0410578";"-72.9143396";
"71985.0916556";"Intake air temperature";"-9";"℃";"47.0410578";"-72.9143396";
"71985.2606704";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"71985.570385";"Battery Terminal Voltage";"14.601";"V";"47.0410578";"-72.9143396";
"71985.8273378";"AWD Solenoid Actual Current";"427";"mA";"47.0410578";"-72.9143396";
"71985.9056812";"AWD Solenoid Set Current";"418";"mA";"47.0410578";"-72.9143396";
"71986.1954686";"Short term fuel % trim - Bank 1";"-8.59375";"%";"47.0410578";"-72.9143396";
"71986.3318207";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"71986.5532597";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"71986.6518311";"OCV Duty Left";"57.254901960784316";"%";"47.0410578";"-72.9143396";
"71986.7825575";"Learned Ignition Timing";"0";"°";"47.0410578";"-72.9143396";
"71986.9478399";"A/F Sensor #1";"1.521764705882353";"";"47.0410578";"-72.9143396";
"71987.2324147";"Fuel/Air commanded equivalence ratio";"14.63871168";"";"47.0410578";"-72.9143396";
"71987.3301481";"Engine RPM";"3868";"rpm";"47.0410578";"-72.9143396";
"71987.3301481";"Engine RPM x1000";"3.9";"rpm";"47.0410578";"-72.9143396";
"71987.4622155";"Average speed";"79.13318011145405";"km/h";"47.0410578";"-72.9143396";
"71987.4622155";"Distance travelled";"120.8071943373056";"km";"47.0410578";"-72.9143396";
"71987.4622155";"Distance travelled (Today)";"248.96998";"km";"47.0410578";"-72.9143396";
"71987.4622155";"Distance travelled (total)";"289.588552";"km";"47.0410578";"-72.9143396";
"71987.4622155";"Distance travelled (Week)";"271.392293";"km";"47.0410578";"-72.9143396";
"71987.4622155";"Vehicle speed";"99";"km/h";"47.0410578";"-72.9143396";
"71987.6375057";"Relative throttle position";"5.882352941176471";"%";"47.0410578";"-72.9143396";
"71987.7868061";"Timing advance";"-10";"°";"47.0410578";"-72.9143396";
"71987.9461542";"Calculated engine load value";"0";"%";"47.0410578";"-72.9143396";
"71988.0993782";"MAF air flow rate";"11.49";"g/sec";"47.0410578";"-72.9143396";
"71988.0993782";"Power from MAF";"13.788";"hp";"47.0410578";"-72.9143396";
"71988.2233333";"Calculated boost";"-0.78";"bar";"47.0410578";"-72.9143396";
"71988.2233333";"Intake manifold absolute pressure";"20";"kPa";"47.0410578";"-72.9143396";
"71988.3920458";"Actual Gear Ratio";"1.1172045471885252";"";"47.0410578";"-72.9143396";
"71988.533456";"Target Gear Ratio";"0.003906309605554284";"";"47.0410578";"-72.9143396";
"71988.8015124";"[ABS] Front left wheel speed";"93.76875";"km/h";"47.0410578";"-72.9143396";
"71988.9616336";"[ABS] Front right wheel speed";"92.475";"km/h";"47.0410578";"-72.9143396";
"71989.0718682";"[ABS] Rear left wheel speed";"92.53125";"km/h";"47.0410578";"-72.9143396";
"71989.2108502";"[ABS] Rear right wheel speed";"92.475";"km/h";"47.0410578";"-72.9143396";
"71989.3118277";"[ABS] Steering angle sensor";"-7";"°";"47.0410578";"-72.9143396";
"71989.5790289";"AT/CVT Temperature v.1";"91";"℃";"47.0410578";"-72.9143396";
"71989.681318";"Primary Pulley Speed";"4448";"rpm";"47.0410578";"-72.9143396";
"71989.8313804";"Secondary Pulley Speed";"3993";"rpm";"47.0410578";"-72.9143396";
"71989.9473693";"Turbine Speed";"4288";"rpm";"47.0410578";"-72.9143396";
"71990.098086";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"71990.2995704";"Engine oil temperature";"105";"℃";"47.0410578";"-72.9143396";
"71990.4463995";"Intake air temperature";"-8";"℃";"47.0410578";"-72.9143396";
"71990.5521904";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"71990.8989814";"Battery Terminal Voltage";"14.632";"V";"47.0410578";"-72.9143396";
"71991.1240109";"AWD Solenoid Actual Current";"295";"mA";"47.0410578";"-72.9143396";
"71991.2712485";"AWD Solenoid Set Current";"295";"mA";"47.0410578";"-72.9143396";
"71991.5285929";"Short term fuel % trim - Bank 1";"0.78125";"%";"47.0410578";"-72.9143396";
"71991.6294253";"Long term fuel % trim - Bank 1";"-1.5625";"%";"47.0410578";"-72.9143396";
"71991.9547246";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"71992.0488537";"OCV Duty Left";"56.470588235294116";"%";"47.0410578";"-72.9143396";
"71992.1961897";"Learned Ignition Timing";"0";"°";"47.0410578";"-72.9143396";
"71992.279111";"A/F Sensor #1";"0.8506274509803922";"";"47.0410578";"-72.9143396";
"71992.5541012";"Fuel/Air commanded equivalence ratio";"14.63871168";"";"47.0410578";"-72.9143396";
"71992.6449813";"Engine RPM";"4080";"rpm";"47.0410578";"-72.9143396";
"71992.6449813";"Engine RPM x1000";"4.1";"rpm";"47.0410578";"-72.9143396";
"71992.7979907";"Average speed";"79.13887428326613";"km/h";"47.0410578";"-72.9143396";
"71992.7979907";"Distance travelled";"120.93326169063894";"km";"47.0410578";"-72.9143396";
"71992.7979907";"Distance travelled (Today)";"249.096047";"km";"47.0410578";"-72.9143396";
"71992.7979907";"Distance travelled (total)";"289.71461899999997";"km";"47.0410578";"-72.9143396";
"71992.7979907";"Distance travelled (Week)";"271.51836";"km";"47.0410578";"-72.9143396";
"71992.7979907";"Vehicle speed";"85";"km/h";"47.0410578";"-72.9143396";
"71992.965569";"Relative throttle position";"5.882352941176471";"%";"47.0410578";"-72.9143396";
"71993.05854";"Timing advance";"-10";"°";"47.0410578";"-72.9143396";
"71993.1322807";"Calculated engine load value";"0";"%";"47.0410578";"-72.9143396";
"71993.2381612";"MAF air flow rate";"10.51";"g/sec";"47.0410578";"-72.9143396";
"71993.2381612";"Power from MAF";"12.612";"hp";"47.0410578";"-72.9143396";
"71993.3387281";"Calculated boost";"-0.79";"bar";"47.0410578";"-72.9143396";
"71993.3387281";"Intake manifold absolute pressure";"19";"kPa";"47.0410578";"-72.9143396";
"71993.5813077";"Actual Gear Ratio";"1.0898603799496451";"";"47.0410578";"-72.9143396";
"71993.716411";"Target Gear Ratio";"0.003906309605554284";"";"47.0410578";"-72.9143396";
"71993.9563047";"[ABS] Front left wheel speed";"84.20625";"km/h";"47.0410578";"-72.9143396";
"71994.116289";"[ABS] Front right wheel speed";"83.41875";"km/h";"47.0410578";"-72.9143396";
"71994.2572411";"[ABS] Rear left wheel speed";"84.2625";"km/h";"47.0410578";"-72.9143396";
"71994.4122371";"[ABS] Rear right wheel speed";"84.09375";"km/h";"47.0410578";"-72.9143396";
"71994.5648114";"[ABS] Steering angle sensor";"-18";"°";"47.0410578";"-72.9143396";
"71994.753666";"AT/CVT Temperature v.1";"91";"℃";"47.0410578";"-72.9143396";
"71994.9419767";"Primary Pulley Speed";"4217";"rpm";"47.0410578";"-72.9143396";
"71995.1099441";"Secondary Pulley Speed";"3882";"rpm";"47.0410578";"-72.9143396";
"71995.1996235";"Turbine Speed";"4288";"rpm";"47.0410578";"-72.9143396";
"71995.3486846";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"71995.6464249";"Engine coolant temperature";"89";"℃";"47.0410578";"-72.9143396";
"71995.796427";"Engine oil temperature";"104";"℃";"47.0410578";"-72.9143396";
"71995.9384799";"Intake air temperature";"-8";"℃";"47.0410578";"-72.9143396";
"71996.1124845";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"71996.4184193";"Battery Terminal Voltage";"14.598";"V";"47.0410578";"-72.9143396";
"71996.629356";"AWD Solenoid Actual Current";"485";"mA";"47.0410578";"-72.9143396";
"71996.7588217";"AWD Solenoid Set Current";"482";"mA";"47.0410578";"-72.9143396";
"71996.9289987";"Short term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"71997.078485";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"71997.2590747";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"71997.4097117";"OCV Duty Left";"56.470588235294116";"%";"47.0410578";"-72.9143396";
"71997.5020942";"Learned Ignition Timing";"1.5";"°";"47.0410578";"-72.9143396";
"71997.569826";"A/F Sensor #1";"0.7803921568627451";"";"47.0410578";"-72.9143396";
"71997.8507888";"Fuel/Air commanded equivalence ratio";"11.3058864";"";"47.0410578";"-72.9143396";
"71998.0139385";"Engine RPM";"5110";"rpm";"47.0410578";"-72.9143396";
"71998.0139385";"Engine RPM x1000";"5.1";"rpm";"47.0410578";"-72.9143396";
"71998.1438272";"Average speed";"79.1639673723144";"km/h";"47.0410578";"-72.9143396";
"71998.1438272";"Distance travelled";"121.08909973897228";"km";"47.0410578";"-72.9143396";
"71998.1438272";"Distance travelled (Today)";"249.251885";"km";"47.0410578";"-72.9143396";
"71998.1438272";"Distance travelled (total)";"289.870457";"km";"47.0410578";"-72.9143396";
"71998.1438272";"Distance travelled (Week)";"271.674198";"km";"47.0410578";"-72.9143396";
"71998.1438272";"Vehicle speed";"105";"km/h";"47.0410578";"-72.9143396";
"71998.3154134";"Relative throttle position";"69.01960784313725";"%";"47.0410578";"-72.9143396";
"71998.470448";"Timing advance";"11";"°";"47.0410578";"-72.9143396";
"71998.5889717";"Calculated engine load value";"100";"%";"47.0410578";"-72.9143396";
"71998.7475894";"MAF air flow rate";"130.51";"g/sec";"47.0410578";"-72.9143396";
"71998.7475894";"Power from MAF";"156.612";"hp";"47.0410578";"-72.9143396";
"71998.9124352";"Calculated boost";"-0.02";"bar";"47.0410578";"-72.9143396";
"71998.9124352";"Intake manifold absolute pressure";"96";"kPa";"47.0410578";"-72.9143396";
"71999.1700734";"Actual Gear Ratio";"1.074235141527428";"";"47.0410578";"-72.9143396";
"71999.3302515";"Target Gear Ratio";"0.003906309605554284";"";"47.0410578";"-72.9143396";
"71999.5964132";"[ABS] Front left wheel speed";"113.175";"km/h";"47.0410578";"-72.9143396";
"71999.7319237";"[ABS] Front right wheel speed";"114.3";"km/h";"47.0410578";"-72.9143396";
"71999.8264516";"[ABS] Rear left wheel speed";"114.525";"km/h";"47.0410578";"-72.9143396";
"72000.0122667";"[ABS] Rear right wheel speed";"114.80625";"km/h";"47.0410578";"-72.9143396";
"72000.0929434";"[ABS] Steering angle sensor";"0";"°";"47.0410578";"-72.9143396";
"72000.3881257";"AT/CVT Temperature v.1";"91";"℃";"47.0410578";"-72.9143396";
"72000.5179425";"Primary Pulley Speed";"4315";"rpm";"47.0410578";"-72.9143396";
"72000.6879218";"Secondary Pulley Speed";"5211";"rpm";"47.0410578";"-72.9143396";
"72000.809387";"Turbine Speed";"4352";"rpm";"47.0410578";"-72.9143396";
"72000.9576572";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"72001.2455558";"Engine oil temperature";"105";"℃";"47.0410578";"-72.9143396";
"72001.3195172";"Intake air temperature";"-8";"℃";"47.0410578";"-72.9143396";
"72001.448486";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"72001.7537827";"Battery Terminal Voltage";"14.608";"V";"47.0410578";"-72.9143396";
"72001.993141";"AWD Solenoid Actual Current";"297";"mA";"47.0410578";"-72.9143396";
"72002.1307905";"AWD Solenoid Set Current";"297";"mA";"47.0410578";"-72.9143396";
"72002.4194487";"Short term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"72002.5250946";"Long term fuel % trim - Bank 1";"-1.5625";"%";"47.0410578";"-72.9143396";
"72002.843858";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"72002.9589271";"OCV Duty Left";"56.07843137254902";"%";"47.0410578";"-72.9143396";
"72003.0238054";"Learned Ignition Timing";"0";"°";"47.0410578";"-72.9143396";
"72003.1622493";"A/F Sensor #1";"1.521764705882353";"";"47.0410578";"-72.9143396";
"72003.432598";"Fuel/Air commanded equivalence ratio";"14.63871168";"";"47.0410578";"-72.9143396";
"72003.5894136";"Engine RPM";"4494";"rpm";"47.0410578";"-72.9143396";
"72003.5894136";"Engine RPM x1000";"4.5";"rpm";"47.0410578";"-72.9143396";
"72003.6748696";"Average speed";"79.1748446152406";"km/h";"47.0410578";"-72.9143396";
"72003.6748696";"Distance travelled";"121.22742601897228";"km";"47.0410578";"-72.9143396";
"72003.6748696";"Distance travelled (Today)";"249.390211";"km";"47.0410578";"-72.9143396";
"72003.6748696";"Distance travelled (total)";"290.008783";"km";"47.0410578";"-72.9143396";
"72003.6748696";"Distance travelled (Week)";"271.812524";"km";"47.0410578";"-72.9143396";
"72003.6748696";"Vehicle speed";"90";"km/h";"47.0410578";"-72.9143396";
"72003.768521";"Relative throttle position";"19.215686274509803";"%";"47.0410578";"-72.9143396";
"72003.9259172";"Timing advance";"17.5";"°";"47.0410578";"-72.9143396";
"72004.0357525";"Calculated engine load value";"87.05882352941177";"%";"47.0410578";"-72.9143396";
"72004.1057396";"MAF air flow rate";"87.16";"g/sec";"47.0410578";"-72.9143396";
"72004.1057396";"Power from MAF";"104.592";"hp";"47.0410578";"-72.9143396";
"72004.2574869";"Calculated boost";"-0.19";"bar";"47.0410578";"-72.9143396";
"72004.2574869";"Intake manifold absolute pressure";"79";"kPa";"47.0410578";"-72.9143396";
"72004.4685412";"Actual Gear Ratio";"1.128923476005188";"";"47.0410578";"-72.9143396";
"72004.5962292";"Target Gear Ratio";"0.003906309605554284";"";"47.0410578";"-72.9143396";
"72004.8609909";"[ABS] Front left wheel speed";"93.99375";"km/h";"47.0410578";"-72.9143396";
"72004.9659337";"[ABS] Front right wheel speed";"94.725";"km/h";"47.0410578";"-72.9143396";
"72005.1320584";"[ABS] Rear left wheel speed";"95.5125";"km/h";"47.0410578";"-72.9143396";
"72005.2392383";"[ABS] Rear right wheel speed";"96.075";"km/h";"47.0410578";"-72.9143396";
"72005.3121282";"[ABS] Steering angle sensor";"14";"°";"47.0410578";"-72.9143396";
"72005.6028957";"AT/CVT Temperature v.1";"92";"℃";"47.0410578";"-72.9143396";
"72005.7224516";"Primary Pulley Speed";"4904";"rpm";"47.0410578";"-72.9143396";
"72005.87907";"Secondary Pulley Speed";"4409";"rpm";"47.0410578";"-72.9143396";
"72006.0129957";"Turbine Speed";"4928";"rpm";"47.0410578";"-72.9143396";
"72006.0869613";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"72006.3291778";"Engine coolant temperature";"84";"℃";"47.0410578";"-72.9143396";
"72006.4995227";"Engine oil temperature";"106";"℃";"47.0410578";"-72.9143396";
"72006.5656432";"Intake air temperature";"-8";"℃";"47.0410578";"-72.9143396";
"72006.6271617";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"72006.8333107";"Battery Terminal Voltage";"14.604";"V";"47.0410578";"-72.9143396";
"72007.1101745";"AWD Solenoid Actual Current";"529";"mA";"47.0410578";"-72.9143396";
"72007.2464949";"AWD Solenoid Set Current";"525";"mA";"47.0410578";"-72.9143396";
"72007.4975315";"Short term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"72007.6326931";"Long term fuel % trim - Bank 1";"1.5625";"%";"47.0410578";"-72.9143396";
"72007.892567";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"72008.0346519";"OCV Duty Left";"56.470588235294116";"%";"47.0410578";"-72.9143396";
"72008.1008951";"Learned Ignition Timing";"1";"°";"47.0410578";"-72.9143396";
"72008.250214";"A/F Sensor #1";"0.7491764705882352";"";"47.0410578";"-72.9143396";
"72008.4289441";"Fuel/Air commanded equivalence ratio";"12.380213520000002";"";"47.0410578";"-72.9143396";
"72008.5808257";"Engine RPM";"4254";"rpm";"47.0410578";"-72.9143396";
"72008.5808257";"Engine RPM x1000";"4.3";"rpm";"47.0410578";"-72.9143396";
"72008.7580513";"Average speed";"79.20693173454735";"km/h";"47.0410578";"-72.9143396";
"72008.7580513";"Distance travelled";"121.38840030797228";"km";"47.0410578";"-72.9143396";
"72008.7580513";"Distance travelled (Today)";"249.551185";"km";"47.0410578";"-72.9143396";
"72008.7580513";"Distance travelled (total)";"290.169757";"km";"47.0410578";"-72.9143396";
"72008.7580513";"Distance travelled (Week)";"271.973498";"km";"47.0410578";"-72.9143396";
"72008.7580513";"Vehicle speed";"114";"km/h";"47.0410578";"-72.9143396";
"72008.8175236";"Relative throttle position";"69.01960784313725";"%";"47.0410578";"-72.9143396";
"72008.9688221";"Timing advance";"6.5";"°";"47.0410578";"-72.9143396";
"72009.1053546";"Calculated engine load value";"100";"%";"47.0410578";"-72.9143396";
"72009.2458437";"MAF air flow rate";"107.03";"g/sec";"47.0410578";"-72.9143396";
"72009.2458437";"Power from MAF";"128.436";"hp";"47.0410578";"-72.9143396";
"72009.3583761";"Calculated boost";"-0.02";"bar";"47.0410578";"-72.9143396";
"72009.3583761";"Intake manifold absolute pressure";"96";"kPa";"47.0410578";"-72.9143396";
"72009.6308169";"Actual Gear Ratio";"0.8242313267719539";"";"47.0410578";"-72.9143396";
"72009.7536099";"Target Gear Ratio";"0";"";"47.0410578";"-72.9143396";
"72009.9726505";"[ABS] Front left wheel speed";"119.3625";"km/h";"47.0410578";"-72.9143396";
"72010.1005435";"[ABS] Front right wheel speed";"119.86875";"km/h";"47.0410578";"-72.9143396";
"72010.2567872";"[ABS] Rear left wheel speed";"120.76875";"km/h";"47.0410578";"-72.9143396";
"72010.332522";"[ABS] Rear right wheel speed";"120.825";"km/h";"47.0410578";"-72.9143396";
"72010.5031434";"[ABS] Steering angle sensor";"2";"°";"47.0410578";"-72.9143396";
"72010.7973172";"AT/CVT Temperature v.1";"92";"℃";"47.0410578";"-72.9143396";
"72010.9253442";"Primary Pulley Speed";"4566";"rpm";"47.0410578";"-72.9143396";
"72011.0209412";"Secondary Pulley Speed";"5506";"rpm";"47.0410578";"-72.9143396";
"72011.1681914";"Turbine Speed";"4608";"rpm";"47.0410578";"-72.9143396";
"72011.2626445";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"72011.5129121";"Engine oil temperature";"106";"℃";"47.0410578";"-72.9143396";
"72011.6429496";"Intake air temperature";"-8";"℃";"47.0410578";"-72.9143396";
"72011.797281";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"72012.0562911";"Battery Terminal Voltage";"14.61";"V";"47.0410578";"-72.9143396";
"72012.2898945";"AWD Solenoid Actual Current";"297";"mA";"47.0410578";"-72.9143396";
"72012.3537142";"AWD Solenoid Set Current";"298";"mA";"47.0410578";"-72.9143396";
"72012.6331202";"Short term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"72012.8059943";"Long term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
"72013.1094063";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"72013.19774";"OCV Duty Left";"56.470588235294116";"%";"47.0410578";"-72.9143396";
"72013.3273475";"Learned Ignition Timing";"0";"°";"47.0410578";"-72.9143396";
"72013.4496928";"A/F Sensor #1";"1.521764705882353";"";"47.0410578";"-72.9143396";
"72013.6906843";"Fuel/Air commanded equivalence ratio";"14.63871168";"";"47.0410578";"-72.9143396";
"72013.8562295";"Engine RPM";"4655";"rpm";"47.0410578";"-72.9143396";
"72013.8562295";"Engine RPM x1000";"4.7";"rpm";"47.0410578";"-72.9143396";
"72014.0041026";"Average speed";"79.22668237901586";"km/h";"47.0410578";"-72.9143396";
"72014.0041026";"Distance travelled";"121.53411032463895";"km";"47.0410578";"-72.9143396";
"72014.0041026";"Distance travelled (Today)";"249.696895";"km";"47.0410578";"-72.9143396";
"72014.0041026";"Distance travelled (total)";"290.315467";"km";"47.0410578";"-72.9143396";
"72014.0041026";"Distance travelled (Week)";"272.119208";"km";"47.0410578";"-72.9143396";
"72014.0041026";"Vehicle speed";"100";"km/h";"47.0410578";"-72.9143396";
"72014.1539948";"Relative throttle position";"16.470588235294116";"%";"47.0410578";"-72.9143396";
"72014.2328882";"Timing advance";"21.5";"°";"47.0410578";"-72.9143396";
"72014.3812912";"Calculated engine load value";"43.13725490196079";"%";"47.0410578";"-72.9143396";
"72014.4977651";"MAF air flow rate";"36.69";"g/sec";"47.0410578";"-72.9143396";
"72014.4977651";"Power from MAF";"44.028";"hp";"47.0410578";"-72.9143396";
"72014.6647363";"Calculated boost";"-0.6";"bar";"47.0410578";"-72.9143396";
"72014.6647363";"Intake manifold absolute pressure";"38";"kPa";"47.0410578";"-72.9143396";
"72014.9272172";"Actual Gear Ratio";"1.128923476005188";"";"47.0410578";"-72.9143396";
"72015.056978";"Target Gear Ratio";"0.003906309605554284";"";"47.0410578";"-72.9143396";
"72015.3303455";"[ABS] Front left wheel speed";"99.5625";"km/h";"47.0410578";"-72.9143396";
"72015.4331264";"[ABS] Front right wheel speed";"99.50625";"km/h";"47.0410578";"-72.9143396";
"72015.592743";"[ABS] Rear left wheel speed";"99";"km/h";"47.0410578";"-72.9143396";
"72015.7458109";"[ABS] Rear right wheel speed";"99.50625";"km/h";"47.0410578";"-72.9143396";
"72015.8588263";"[ABS] Steering angle sensor";"9";"°";"47.0410578";"-72.9143396";
"72016.0771823";"AT/CVT Temperature v.1";"92";"℃";"47.0410578";"-72.9143396";
"72016.193588";"Primary Pulley Speed";"4973";"rpm";"47.0410578";"-72.9143396";
"72016.3255257";"Secondary Pulley Speed";"4454";"rpm";"47.0410578";"-72.9143396";
"72016.4364528";"Turbine Speed";"4960";"rpm";"47.0410578";"-72.9143396";
"72016.5748722";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"72016.8292907";"Engine coolant temperature";"83";"℃";"47.0410578";"-72.9143396";
"72017.02162";"Engine oil temperature";"106";"℃";"47.0410578";"-72.9143396";
"72017.1776232";"Intake air temperature";"-8";"℃";"47.0410578";"-72.9143396";
"72017.3302838";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"72017.5644772";"Battery Terminal Voltage";"14.606";"V";"47.0410578";"-72.9143396";
"72017.8365541";"AWD Solenoid Actual Current";"358";"mA";"47.0410578";"-72.9143396";
"72017.9320824";"AWD Solenoid Set Current";"349";"mA";"47.0410578";"-72.9143396";
"72018.2374535";"Short term fuel % trim - Bank 1";"-1.5625";"%";"47.0410578";"-72.9143396";
"72018.372831";"Long term fuel % trim - Bank 1";"-1.5625";"%";"47.0410578";"-72.9143396";
"72018.6318669";"Knocking Correction";"0";"°";"47.0410578";"-72.9143396";
"72018.7700228";"OCV Duty Left";"55.68627450980392";"%";"47.0410578";"-72.9143396";
"72018.8991452";"Learned Ignition Timing";"0";"°";"47.0410578";"-72.9143396";
"72019.0382934";"A/F Sensor #1";"0.9052549019607843";"";"47.0410578";"-72.9143396";
"72019.2563141";"Fuel/Air commanded equivalence ratio";"12.44540544";"";"47.0410578";"-72.9143396";
"72019.408124";"Engine RPM";"4846";"rpm";"47.0410578";"-72.9143396";
"72019.408124";"Engine RPM x1000";"4.8";"rpm";"47.0410578";"-72.9143396";
"72019.5569887";"Average speed";"79.24753589740219";"km/h";"47.0410578";"-72.9143396";
"72019.5569887";"Distance travelled";"121.68825778852784";"km";"47.0410578";"-72.9143396";
"72019.5569887";"Distance travelled (Today)";"249.851042";"km";"47.0410578";"-72.9143396";
"72019.5569887";"Distance travelled (total)";"290.469614";"km";"47.0410578";"-72.9143396";
"72019.5569887";"Distance travelled (Week)";"272.273355";"km";"47.0410578";"-72.9143396";
"72019.5569887";"Vehicle speed";"100";"km/h";"47.0410578";"-72.9143396";
"72019.7029899";"Relative throttle position";"8.235294117647058";"%";"47.0410578";"-72.9143396";
"72019.829654";"Timing advance";"33.5";"°";"47.0410578";"-72.9143396";
"72019.9793885";"Calculated engine load value";"0";"%";"47.0410578";"-72.9143396";
"72020.1006413";"MAF air flow rate";"11.49";"g/sec";"47.0410578";"-72.9143396";
"72020.1006413";"Power from MAF";"13.788";"hp";"47.0410578";"-72.9143396";
"72020.1947584";"Calculated boost";"-0.8";"bar";"47.0410578";"-72.9143396";
"72020.1947584";"Intake manifold absolute pressure";"18";"kPa";"47.0410578";"-72.9143396";
"72020.4645443";"Actual Gear Ratio";"1.0703288319218738";"";"47.0410578";"-72.9143396";
"72020.5793336";"Target Gear Ratio";"0.003906309605554284";"";"47.0410578";"-72.9143396";
"72020.8303563";"[ABS] Front left wheel speed";"89.83125";"km/h";"47.0410578";"-72.9143396";
"72020.9975405";"[ABS] Front right wheel speed";"89.60625";"km/h";"47.0410578";"-72.9143396";
"72021.1457452";"[ABS] Rear left wheel speed";"88.875";"km/h";"47.0410578";"-72.9143396";
"72021.2710656";"[ABS] Rear right wheel speed";"88.2";"km/h";"47.0410578";"-72.9143396";
"72021.4180975";"[ABS] Steering angle sensor";"3";"°";"47.0410578";"-72.9143396";
"72021.7239342";"AT/CVT Temperature v.1";"92";"℃";"47.0410578";"-72.9143396";
"72021.8514462";"Primary Pulley Speed";"4052";"rpm";"47.0410578";"-72.9143396";
"72022.0378029";"Secondary Pulley Speed";"3794";"rpm";"47.0410578";"-72.9143396";
"72022.2019509";"Turbine Speed";"4000";"rpm";"47.0410578";"-72.9143396";
"72022.3329222";"Lock Up Duty Ratio";"95.5";"%";"47.0410578";"-72.9143396";
"72022.5949308";"Engine oil temperature";"107";"℃";"47.0410578";"-72.9143396";
"72022.685906";"Intake air temperature";"-8";"℃";"47.0410578";"-72.9143396";
"72022.8537434";"Barometric pressure";"98";"kPa";"47.0410578";"-72.9143396";
"72023.1183618";"Battery Terminal Voltage";"14.606";"V";"47.0410578";"-72.9143396";
"72023.4045563";"AWD Solenoid Actual Current";"384";"mA";"47.0410578";"-72.9143396";
"72023.477852";"AWD Solenoid Set Current";"407";"mA";"47.0410578";"-72.9143396";
"72023.7745292";"Short term fuel % trim - Bank 1";"0";"%";"47.0410578";"-72.9143396";
